generation,HV_mean,HV_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_best,MinEmis_best,MinTime_best,MinCost_mean,MinCost_std,MinEmis_mean,MinEmis_std,MinTime_mean,MinTime_std,boost_triggered_best
71,0.559616,0.05076363039289711,0.12292655752289194,0.04117826974944504,0.022093280673460575,0.011807223347428815,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5410702.419630091,58464.60968841477,4838695385.776014,34303219.154379785,411.8835476190476,2.911036144343356,0
72,0.559616,0.05076363039289711,0.12292655752289194,0.04117826974944504,0.022093280673460575,0.011807223347428815,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5410602.788849332,58506.73108514039,4838345563.961913,34184790.06446276,411.8835476190476,2.911036144343356,0
73,0.559616,0.05076363039289711,0.12292655752289194,0.04117826974944504,0.022093280673460575,0.011807223347428815,1.0,0.0,1.0,0.0,5437992.5702756215,4830163463.393888,412.12095238095236,5409570.188253311,58470.02516901156,4838020683.151061,34151432.00464659,411.8835476190476,2.911036144343356,0
74,0.559616,0.05076363039289711,0.12292655752289194,0.04117826974944504,0.022093280673460575,0.011807223347428815,1.0,0.0,1.0,0.0,5437992.5702756215,4830163463.393888,412.12095238095236,5409349.52806903,58625.74225074832,4837985128.248792,34179413.71427811,411.8835476190476,2.911036144343356,0
75,0.565794,0.05044258839512501,0.11928287325718094,0.04089553535270065,0.021588944647918943,0.01391872001971879,1.0,0.0,1.0,0.0,5437992.5702756215,4829843166.0832405,412.12095238095236,5408423.51450986,58786.77184336223,4837974451.671769,34181905.22419594,411.8835476190476,2.911036144343356,0
76,0.565794,0.05044258839512501,0.11928287325718094,0.04089553535270065,0.021588944647918943,0.01391872001971879,1.0,0.0,1.0,0.0,5437992.5702756215,4829843166.0832405,412.12095238095236,5408369.361476937,58824.12188087756,4837841330.510955,34122923.84450917,411.8835476190476,2.911036144343356,0
77,0.565794,0.05044258839512501,0.11928287325718094,0.04089553535270065,0.021588944647918943,0.01391872001971879,1.0,0.0,1.0,0.0,5437992.5702756215,4829843166.0832405,412.12095238095236,5408128.590494679,59153.3034339173,4837771335.970954,34086862.72295152,411.8835476190476,2.911036144343356,0
78,0.565794,0.05044258839512501,0.11928287325718094,0.04089553535270065,0.021588944647918943,0.01391872001971879,1.0,0.0,1.0,0.0,5437992.5702756215,4829843166.0832405,412.12095238095236,5407734.896196297,59471.41973263687,4837738627.482953,34106160.3062327,411.8835476190476,2.911036144343356,0
79,0.565794,0.05044258839512501,0.11928287325718094,0.04089553535270065,0.021588944647918943,0.01391872001971879,1.0,0.0,1.0,0.0,5437992.5702756215,4829754427.732444,412.12095238095236,5406522.959409832,59792.14459844423,4837480263.035786,34331126.56796311,411.8835476190476,2.911036144343356,0
80,0.569888,0.05100466007467683,0.11682569267481129,0.040733627568852654,0.020064101300802203,0.015158399192785511,1.0,0.0,1.0,0.0,5437992.5702756215,4829754427.732444,412.12095238095236,5406483.170207077,59822.458149250146,4837263015.416247,34501472.50137179,411.8835476190476,2.911036144343356,0
81,0.569888,0.05100466007467683,0.11682569267481129,0.040733627568852654,0.020064101300802203,0.015158399192785511,1.0,0.0,1.0,0.0,5437992.5702756215,4829754427.732444,412.12095238095236,5406416.17543894,59721.85658381594,4836470828.525843,34357805.20131362,411.8835476190476,2.911036144343356,0
82,0.569888,0.05100466007467683,0.11682569267481129,0.040733627568852654,0.020064101300802203,0.015158399192785511,1.0,0.0,1.0,0.0,5437992.5702756215,4829754427.732444,412.12095238095236,5406217.999536964,60216.813428098365,4836438101.607144,34393616.50584915,411.8835476190476,2.911036144343356,0
83,0.569888,0.05100466007467683,0.11682569267481129,0.040733627568852654,0.020064101300802203,0.015158399192785511,1.0,0.0,1.0,0.0,5437992.5702756215,4829656476.968361,412.12095238095236,5405287.51844598,60693.076379976614,4836434836.581675,34394255.483054556,411.8835476190476,2.911036144343356,0
